"review","reply"
"I ordered meat ball got sliced pork belly really disappointing,  as its e 2nd order ","Oh please accept my apologies, I'll notify my staff to remind them to check the order thoroughly before packing them for delivery, in the future. Sorry!"
"Awesome ????","We sincerely appreciate your positive feedback. We are committed to consistently providing you with the best beverages and look forward to serving you again in the near future. Thank you for your support! ????"
"Food arrived piping hot. Take note that the beef burger was a double patty - should have it indictaed on the menu. Popcorn chicken was pretty good - more meat than batter!","Thank you for your comments! Great to see you enjoy Rich Burger. ????"
"pretty normal","Thank you!"
"Incredibly amazing food . Hot , juicy  and super tasty ","Thank you for your comments. ????"
"Its soooo good","Thank you for your support, much appreciated. We hope to serve you again."
"one of the worst experience. I received wrong orders.","Could you provide your order id ....
"
"all spilled","We have packed the order as per normal and handed it to the rider. He may have mishandled the order. Please do raise a complaint to foodpanda for a refund instead. Thank you for your understanding."
"all spilled","We have packed the order as per normal and handed it to the rider. He may have mishandled the order. Please do raise a complaint to foodpanda for a refund instead. Thank you for your understanding."
"Super yummy mee rebus.. Dis time, received super crispy chicken wing TipTop????","????????????????????????????????????"
"So little for the price. ","The weight of the meat has been mentioned on the menu. You are free to weigh the meat. Hence we don???t understand why you would leave such a feedback"
"good! like the rice in particualr! and included all the condiments requested, thank you!  ","thank you so much for your review!
"
"Fresh prawn & tender pork liver ????","Thank you ???? for the 5 star and your support truly appreciate it !!!! Will keep up the standards !!!"
"taste is good but meat quite tough. ","Thanks for your feedback, We will look into this! "
"taste is good but meat quite tough. ","Thanks for your feedback, We will look into this! "
"Fries n chicken all very crisp n crunchy . Good sized portions ","Thank you for your valuable feedback ???? Hope you have enjoy your meal and hope to hear from you again ????"
"Good portions.very reasonable price n yummy","Thank you for your valuable feedback ???? We hope that you have enjoyed your meal and hope to hear from you again ????"
"The fried rice was cold and took very long time but I hope it will get better. Taste is good Delivery guy is good too! Thank you ","???????????????5?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"Drinks not worth the price, paid for the superb packaging I guess. Drinks were packed in bottles, came in a cooler bag and ice packs. Durian taste was very light. Thai milk tea very normal as well.","We appreciate your feedback."
"Appreciate Merchant be more consistent in food preparation. Meat always get burnt from time to time. Sometimes the food is not very fresh, taste a bit odd today. ","Dear Customer,

this feedback is important and we'll review our operation to improve and be more consistent.

Thank you for your continue support.

Toriten Team."
"Shop wasn't aware order was placed, had to inform them to check and be placed at the end of all the orders. Waited 30 min for my order ","Apologies for the inconvenience. We'll improve communication & order handling. Your feedback is valued. We're committed to better service. Thank you!"
"Found a few strands of hair in one of the bowls. Then also a little spillage during delivery.","Sorry about that . We will take action to staff"
"My favourite ","Thank you for the kind words <3 looking forward to cooking for you again! :)"
"ordered mutton biryani but was given chicken briyani","Hi.. can I have your ok order number.. for me check on the mistake.. so sorry for the wrong order sent????"
"The gravy has no taste at all. Overall the taste is much below standard.","What type taste are you looking for? Your order is just plain gravy without garlic and vinegar then it might not be able to elevate the taste the next level."
"Delicious as always. Thank u for following my request for more gravy????????Btw...is the kicsp mutton off menu now ?????","Hii thank you so much for your feedback . Sorry we were in short for mutton that???s the reason why it was not on the menu. But it???s back now so do enjoy !! ????"
"I ordered 9 packets of appam but i received 5 packets of appam & 5 packets of putu mayam. One appam that i received was even badly burnt. I had to reorder again but it was already closed by then. :(","Greetings Valid Customer,
Sincerely apologize for this mistake.
From our perspective lot more to be improved in our management. Once again sincere apologies.
"
"Food was tasty. loved the egg  appam and bamboo putu. Neat packing","Greetings Valued Customer,
Thanks for your Rating of 5 stars. Please continue your sincere support and share with friends about our food products.
"
"I believe this is the stall that i always eat when i go to the Kopitiam at Airport Terminal 3. I was upset when they closed it there. Am so glad to find it again nearer to me and it???s just as good. ","Greetings Valid Customer, we're from Kopitiam at Airport T3, Sorry to ALL Customers that closed T3 and NUH Medical Centre due to covid-19. We're glad that you find us, please share with your friends about our Heritage foods. Thanks. "
"Been craving for this for so long. Glad that this is nearby! ","Greetings Valued Customer,
Thanks for your Rating of 5 stars. Please continue your sincere support and share with friends about our food products.
"
"First time I ordered from this restaurant they gave my order with missing item ","Hi Serene, Very Sorry About the miss item , as we are just onboard food delivery , my staff is not sure,
please give me a text at 98752737 , i will do the refund for you ,
Very sorry again about this issue.."
"The portion so huge can eat for three days. Not complaining of course","Thank for the good review and support. Hope to see your support again"
"sooo goooood ","Thank for the good review and support. Hope to see your support again"
"Good Food ????????????","Thank for the good review and support. Hope to see your support again"
"Taste not same like before ","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"delicious and portions are good","Thank for the good review and support. Hope to see your support again"
"Definitely value for $$. Like the whole fish, good enough for 6 pax.","Thank for the good review and support. Hope to see your support again"
"Good Food ???????????? ","Thank for the good review and support. Hope to see your support again"
"Good Food ????????????","Thank for the good review and support. Hope to see your support again"
"Good Food ????????????","Thank for the good review and support. Hope to see your support again"
"wrong item given","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"Good Food ????????????","Thank for the good review and support. Hope to see your support again"
"stall takes note of special requests. recommended!","Thank for the good review and support. Hope to see your support again"
"So sedaaap! ","????????????????????????????????"
"Generous portions and very tasty. Love the salmon belly.","Thank you so much for enjoying our food????
???????????????????"
"Not much meat and the potato a bit bland","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"First time trying this and love it. Will definitely order again.","Thank for the good review and support. Hope to see your support again"
"I had a big order and they were stingy with chicken, vegetables and even chili. Sad because the taste was ok","thank u for reaching out. U must have been really disappointed & I???m sorry. I take all the feedback seriously. can u ping me at my IG @ahlimchickenrice or 88133550. Would like to make a full refund to ya & treat you to a similar order FOC."
"did not follow instruction, for d nasi goreng kampung was different from d pic shown ????no chilli padi at all..pls take note seller ","Sometimes food panda will add a photo if we do not provide one. Very difficult for us to edit menu. Next time you can request for ???more spicy??? or ???add chili padi??? in the comments for the item. We will take note and cook it accordingly."
"Way too soicy- imposible to eat","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"they missed out my pork belly and i paid $3.50 for that","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"Where is the pork? They totally forgot to add 3 portions of it, and still charged me $10.50 for the missing ingredients!","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"??????????????????????????????????????????","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"No food recieved ","So sorry to hear your disappointed experience, will have taken your opinion into account and will improve on it immediately. So sorry about this unpleasant experience but thanks for supporting us"
"Portion of food very small. Too small even kids will not be full.","We will review on your feedback and improve on it . Thanks"
"the package set did not indicate got rice and I have order additional rice together. ","Hello,

We indicate it very clearly. You might just didn't read it carefully. There are a tab under ""Set"" that included with steam rice. The rest are a la carte. Thank you"
"The food was quite good, but there was no option for chicken in the kebab or pita order choices. This was strange since the menu mentioned both beef and chicken options being available.","Dear Customer, thanks for your feedback. Could you revisit your feedback as we don't sell Beef.
Non Veg options - we are limited only with Chicken and Egg.
Veg options - Falafel, Paneer and Chickpeas."
"All the drinks flow out, and the goodies bag become wet and dirty.","We're sorry for your experience. Please share your membership number at marketing@chaffic.com.au, and we'll ensure a better visit next time with a special offer."
"The drinks came without straws ","We're sorry for your experience. Please share your membership number at marketing@chaffic.com.au, and we'll ensure a better visit next time with a special offer."
"New style new kind of drinks , great!","We're happy to hear you're enjoying our drinks! Your support means a lot to us. Thank you."
"The food and packaging was good but the delivery took 2.5 hours from the time it was picked-up. ","We apologize for the extended delivery time you experienced. Your dedication to receiving the freshest cupcakes by renting a car is truly commendable. It reflects your commitment to a perfect order.
"
"the luncheon sando white bread was quite dry but speculoos brownie was awesome","Thank you for your positive review and feedback. We will look into it. Hope to see you order again!"
"Items sold out but still available to order as a result have 3 pax order only 2 pax got food to eat. ","Dear customer, for future orders if u would like us to inform/cancel entire order if one item is unavailable, u may select the option during your checkout process . Thank you ."
"Wow taste! First time try and it is very yummy!","We???re thrilled to hear you enjoyed your experience :D !"
"Good taste! Unique sauce! Will order again!","We???re thrilled to hear you enjoyed your experience :D!"
"Good Rojak! Fresh & warm. Would have preferred the normal prawn vadai instead of a fluffy one. Lots of condiments & green chilli too.","Thank you for your positive review! ?????? We're committed to improving and providing you with the best. Please continue to support AL-YASIN. Your loyalty means everything to us."""
"Delish n amazing as usual. Keep it up!","Thank you so much for taking the time to leave an excellent rating and review."
"Very late delivery. They took more than 2 hrs","sorry for inconvenience caused.will serve you better next time."
"Very late delivery. 90 min delay","sorry for inconvenience caused.will serve you better next time."
"Ordered set meal but they forgot my drink. Ordered thin noodles but ramen noodles came instead.","We apologize for the oversight. Your satisfaction is important to us. We'll make sure to address these issues and ensure a better experience next time. Please apply a partialy refund from the platform. Thanks for your understanding"
"Restaurant didn???t gave any chutney which is usually served with the dish . So missed the full flavour ","Thank you for your review.and sorry for the inconvenience.For both the items you order it doesn't comes with chutney.but we can give on request.next time while ordering please mention."
"Actually 0 star was not an option so gave 1. The rice was filthy, the chiken was not marrinated well, the skin of the chiken was not handled well. Its was distasteful.","Thank you so much for taking time to leave us feedback.we apologies that our service did not satisfy your expectation.we will investigate your feedback further."
"Chettinad chicken masala- LOVE IT","we are really grateful and appreciate you taking the time to share your review and rating with us."
"very late","Hi, we have received the order and delivered it in 6 mins. Looks like, rider is late. "
"very late","Hi, we have received the order and delivered it in 6 mins. Looks like, rider is late. "
"The food is good and it would be perfect if they did not forget my mutton meat. ","It's not our mistake..,it's a rider mistake"
"?????????? so nice","Hi, first of all, thank you so much for ordering with us, and also leaving your feedback. We appreciate you.
We would like to thank you ! ??????????????"
"laksa broth was nice","Thank you for the support. We hope to serve you again soon!"
"the dressing  could have been more throughly/evenly poured . Too much lettuce and not enough pickled cabbage. All in all its decent but need nicer dressings  ","Thank you for your review .. we really appreciate it!  If you would like less lettuce next time just let us know and we will be more than happy to comply!  Have a wonderful evening!"
"Almost no tomato salsa! The pumpkin was in thin slices and overcooked. Whatever happened to the sous vide chicken breast? I thought the cajun chicken was breast meat but it turned out to be thigh meat","Hello!  Thank you for eating with us!  If you could kindly write in to us at hello@superfoodkitchen.sg so that we can follow up on your feedback and effect a service recovery if needed.  Looking forward to hearing from you!
Superfood Kitchen team"
"Big portion meal that was healthy yet yummy at the same time. Full of nutrients and carefully prepared! ","Thank you so much!  We are so happy you enjoyed your experience with us .. looking forward to you eating with us again soon!"
"Delivery was late (>45mins). Called FNP and was told that delivery will take up to 2hrs! very horrible logistics (no tracking) and they were unable to do any cancellations! Wrong cake was delivered!","Dear,

We sincerely apologize for the inconvenience caused. We request you to kindly call/send us a WhatsApp message to +6597279363 and we will do the needful & certainly do our best to improve your future experience.

Flowerly Yours,

Team fnp.sg   "
"The cake was melted when delivered. The delivery took more than 1 hour ","Dear,

We sincerely apologize for the inconvenience caused. We request you to kindly call/send us a WhatsApp message to +6597279363 and we will do the needful & certainly do our best to improve your future experience.

Flowerly Yours,

Team fnp.sg   "
"didn't add the additional item but still good :(","Hi!  We are so sorry to hear about the mistake.  Could you kindly email us at hello@superfoodkitchen.sg so that we can effect an immediate service recovery for you?

Thank you and have a nice day!

Superfood Kitchen Team"
"The taste and the potato is different from whay i ate previously . So wet it is considered as dry pot ? The rice is very soggy ","Saw your review and really sorry about this unpleasant experience. We have taken very serious action to the stall to ensure such matter wouldn't happen again. Really so sorry about this. And thanks you for the support and hope to see your order again"
"Disappointing day! The fish kicap on first time order i greatly disapointing and i just threw it away as it smells","Hi sorry for your disappointment, when we received your order that???s when we started to cook it . Our Kicap sauces were also made during that period of time. "
"Prawns was not done well. no taste. oily. feel disappointed. ","Hi , we fried the prawn first before adding it to the gravy . Certain level of oil is needed to prepare the dishes . Sorry for your disappointment. "
"Huge and generous portion!!! Overall quite good, except for the raw spinach provided  is the older type, not baby spinach ","Thank you for feedback. We always strive to provide good quality food. As for the spinach, we use normal spinach due to a lack of consistent supply of baby spinach. Pls be assured we always do our best to include quality ingredients In our menu"
"Nice flavour and packing thank you","Thank you for your feedback. We always strive to serve good quality food. Please do order again"
"nice food, worth trying. The pratas are so soft and crispy. thanks.","Thank you for your feedback. We always strive to server good quality food. Pls do order again"
"Best chicken ive ever had ","Thanks so much for your kind review! Means a lot to us! Looking forward to your orders again soon!"
"Good chicken. Spam fries are thin and crispy. French fries arent soggy when they turn up. ","Thank you for your kind review! Looking forward to your orders soon!"
"Love the vinegar pork leg, soft and fragrance!","Thanks you so much ????"
"Portion too small for the price","Hi there! Thank you for your feedback we'll try our best to increase the portion :)"
"they gave me a free cookie when they didnt have the drink i wanted","Dear Sir/Mdm,

Thank you for patronizing our Subway outlet.

We hope that you enjoyed your meal and we hope to see you again!

Cheers,
Subway"
"Ordered few hours in advance. Food was freshly prepared, fries were hot and crispy.

Great taste, good portion and value.","Thank you! Hope to see you back again."
"Sandwiches were good. Popcorn chicken were tasty too.","Hello, thank you for your review and your kind words! We look forward to serving you again!
- Toastie Postie"
"Had been orderling Payom Coffee but the last 2 orders I made, the taste were somehow changed. The coffee is tasteless. Its like water+colored ice. No coffee taste at all!! ","Thank you very much for your valuable feedback., apologies for the experience on the taste. Let us look into where we can tighten the gap when preparing the orders in future. "
"waited 1.5 hours for my food, and there was hair in the noodles","Dear valued customer,
We sincerely apologize for the inconvenience caused. We truly understand your concerns. Please kindly reach us on WhatsApp or phone at 9170780 so that we can solve the issue.
Sincerely
Customer Care Team"
"Taste ok. Abit salty. Slice pork soup + liver has more liver than slice pork. Tau pok extremely salty, need to eat with rice.","??????????????????????????????????????????"
"prawns were not fresh, a stale smell and was inedible. But portion for all food given was good. the taste of the food was acceptable. ","Thank you for the feedback, we will definitely look into the matter.
Fortunately, the gado-gado, ayam penyet and laksa didn't have any issues. ????
Thank you for letting us know about the prawns. ????"
"Very satisfying willorder again","Thank you for taking the time to give us a review! ????
We're glad you enjoyed the soto ayam, mee rebus and gado-gado.
We look forward to serving you again. ????"
"first time ordering. portions were extremely generous. the basil pork was nicely minced and was delicious. Tom yum seafood soup had all sorts of ingredients and was satisfying to eat. ","Thanks for the positive feedback."
"I like the noodles, but I am not use to the Wuhan cold noodle, it taste funny. ","I appreciate your feedback. It sounds like the Wuhan cold noodle might have a different taste than what you're accustomed to. We strive to provide a variety of options, and your input is valuable. Thank you for sharing your thoughts! "
"Releated order, very yummy & portion is generous","We're thrilled you enjoyed your order! Thanks for the positive feedback on the delicious taste and generous portion. We look forward to serving you again soon! ???????????"
"Soo nice the Chicken Sambal and Chicken Curry... The Rice too many...but We still can finish it...hehehe... Very Satisfied...Soo many time also We hv ordered at this Rastaurant...","Dear Customer,
Thanks for your feedback. As requested we have followed your instructions. We will continue our good service and expect a good support from you as well."
"I have ordered idli with curry mutton for $9.50 & received only idli, no mutton curry. Poor delivery service!! The food is very tasty from this store but delivery service is not fair!","Dear Customer,
We take your feedback, and we will improve our service. We apologize for the inconvenience. Please continue your support and we will serve you better."
"All yummy. Will definitely order again. ","Hi, thank you the feedback!! Hope to hear from you again. "
"Superb! Satay is tender & well spice. Noodle is also nice. Good price & delivery was fast too.","Hi, thank you the feedback!! Hope to hear from you again. "
"today nasi goreng ikan bilis more soya sauce than chilli unlike pic . tahu goreng sauce need more peanut n less sugar super sweet.overall foods still taste good","Hi, noted on that thank you the feedback!! Hope to hear from you again. "
"the satay was great!!! even came with ketupat and cucmbers onions, glad to find this jem! and the hor fun, the kway teow was packed separately thank you ","Hi, thank you the feedback!! Hope to hear from you again. "
"One of the nicest dessert-y drink!! Highly recommend and will definitely order again! ","We appreciate for your recommendation and support, look forward to serving you again. Thank you!"
"POWER! portion is huge! price is worth! tasty too. definitely my go back nasi padang stall. cause in SK, hard to get nasi pandang. ","Have quite a few... but duno tasty anot la.... ???? thankiu for ur kind support..."
"Im regular customer who loves to buy ur yummmilicious mee rebus n chicken wing. Only need improved with soto ayam coz 2nd time happened ada sour taste. Tak sure apa silap the gravy or shredded chicken","???? mdm  the food is all tasted when finish cooking so if  sour we will know 1st hNd... but its OK... maybe the soto is not to ur liking u can choose from our other delicious choices which may suit ur taste bud ????"
"Food arrived one hour late. ","I'm very sorry, this is an error from the delivery department. Thank you for supporting our restaurant. We will be happy to serve you next time. Thank you."
"The salmon is huge! So worth the price! Better than ishiro","Thanks for your comment????"
"good taste big portion, would definitely reorder :)","Thanks for the great feedback! Excited to hear you enjoyed the food. We appreciate your support and can't wait to serve you again soon!"
"???????????????????????? ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????","??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"DIDNT FOLLOW INSTRUCTIONS!!! WHY IS IT SO DIFFICULT TO READ WHAT CUSTOMERS HAVE WRITTEN","We are sorry for your experience."
"delicious! food came hot! the sambar is superb! portion is huge too. worth. ","Dear Customer,
Thanks for your feedback. We will continue our good service. Thanks for ordering with us. "
"I like the chutney and dosa here; they were really tasty and reasonably priced.","Dear Customer,
Thanks for your feedback. We will continue our service.Thanks for your support."
"my order were totally different from what I have ordered","Hi we're very sorry about the mix up. we will investigate on our end. kindly contact foodpanda for a refund recovery for your order difference. so sorry"
"The bread and roasted pork are not crispy ","Thanks so much for your kind review, hopefully can service you again . We promise will make it better .
"
"food was good but portion size is bit small.mini wanton is really mini size ????","Hi, thanks for your review. We will continue to work on to improve on this. If you have any feedback or suggestion on room for improvement, please do PM directly on our instagram. ???? Thank you"
"Fried chicken is nice but most things were too salty (the curries, fried chicken)","Thanks for the feedback! We'll look into it. Appreciate your support, AL-YASIN! ??????"""
"the food was salty ","CAN I GET YOUR ORDER ID.."
"?????????!!! ????????????????????? T^T  too salty ","??????????????????????????????????????????????????????????????????????????????"
"Not so good","Hi, thank you for your rating, review and the love of our food.  We have updated our Recipe, Menu And Price. We look forward to your visit soon!

Thank you and have a lovely week!
"
"Missing order! ","Sorry for the bad experience caused, The stuff there read wrongly on the items ordered. As a newly opened stall we will keep on training on our stuffs and improve our products. By the way the items already refunded! "
"Nice portions and freshness! Will be great if there???s a brown rice or quinoa version for the poke bowl. Will definitely order again :)","thank you ???have a nice day"
"food was good, delivery time was horrible - almost 1.5 hours","thank you for feedback , delivery usually handle by food panda riders. might can feedback to food panda regarding delivery.
thank you for your support "
"if you want chili paste on EVERYTHING and poor taste, get this food.  looked like we go nothing but scraps of stingray and the prawns were mauled by a bear.  Will not order from here again.","Sorry to hear that .. might be the delivery that the food is smash.. you are welcome to come back and dine in . we will replace your items for you free .."
"as always the food is amazing ","U r amazing too for ur supporting our humble business... ????????"
"Food well packed and delicious as always.","????????????????????????"
"Flavour is consistent!!! Love it!!","????????????"
"Taste ok but small portions ","Hi , because our food is prepared daily with the best ingredients and herbs without msg. Thus the taste is definitely there. And we will revised for the portion for the food and hope u will support us again. Thanks a lot "
"The rest of the desserts are fine. Do not order the durian mousse. It was sour!! I paid $10 dor it and i cannot eat it! ","Hi,We dk why that particular durian was sour but we wish to make up for it, if u allow us to compensate, if u live nearby u can come down to our store and we will give you 2 for free. We are quite confident that this was an exceptional case, much tks"
"Tried tamagoyaki with mentaiko for first time and it was alright, good portion size but would recommend ordering side meats to dip in it as it's very salty with the generous amount","Thank you for your feedback????
"
"the packing is good ????, but the beef stew so so only although the ingredients are new. Everything in the stew like just add on to it, dont have the aroma and taste that I expecting.","Thank you for the positive feedback on the packaging! We're sorry to hear the beef stew didn't meet your expectations. We appreciate your honest input and will review our recipe to ensure a more flavorful experience next time."
"missing few item","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"no taste seriously disappointing...will  never order again...fullstop","We sincerely apologize if our drinks didn't quite meet your expectations. If you have any feedback or suggestion, please reach us at 91369930(WhatsApp). Looking forward to serving you better in the future. Thank you. ????"
"Often order from here... requested NO FISH CURRY only dhalcha but STILL GAVE 2 PACKETS OF FISH CURRY without sambal ikan bilis like normally they gave together in prata orders...","Hi. We are sorry that we ran out of dhlacha and sambal at the time of your order. We only left with fish curry at that time. We will add in curry option in the system soon"
"2nd order of siput just as good. Clam and prawn sambal was really yummy. Love their variety of vegetables. They missed out on my begedil though. ","Ooops???.. sorry our bad???. Pls remember to seek refund from panda ok???.. we are glad u find our food yummy instead of awful???.. later we cannot sleep la???. ????"
"very nice food, especially satay.
big portion, arrived hot.
will order again","Thank you for your patronage.  We look forward for your next order."
"All bout chicken is really about the chicken. Juicy and tender better than any chicken I have tasted.","Thank you Boss!"
"Favourite fried chicken in the area, beats even arnold???s for sure. Crispy outside and juicy inside. ","Thanks Boss! we always try our best!"
"ordered a few times before and it was fine, this time I got food poisoning, and I'm on a one meal a day diet so it can't be anything else"," we apologize  for the issue that has happened .,which item you ordered could you please send you order id"
"Missed out the mutton.","which item you ordered .. could you send your order id"
"Asking for without chilli and vegetable .. But come with chilli and vege .. ","WHAT YOU ORDERED..,COULD YOU PLEASE SEND YOUR ORDER ID  "
"Chicken was undercooked ","Hi , our chicken are fried first with the mixed spices and then cooked with the sauces. However , we are sorry about it and will improvise. Thank you . "
"The tom yum soup is one of the best!","Thank you so much for enjoying our cooking"
"Rice was not cooked properly... Sambal goreng only hv tempe... Food had a smell like its turning bad. Ask for extra rice but extra ricecake was given. Will not buy again from this shop.","Hi, can I confirm what did you order?
Would like to apologize for the mistake and shortage and will try to improve at our end. Thanks"
"Make it free delivery for spending over $15 just like the other restaurants and ill order from this restaurant every single time. Sales should increase by a lot!","Thanks a lot for your comments and opinions
???????????????????????????????????????????"
"My fav","Thank you so much :)) <3"
"Food is dry and taste not up to expection","Could you please send  order ID and DATE"
"mushroom soup was missing, wrong sauce for chicken chop","Hi we are sorry for your experience. However we do not sell mushroom soup, we had checked that our platform did not post any mushroom soup as well. Hence it is probably a mistake. "
"Best neighbourhood burger","Thank you! Great you enjoy Rich Burger!"
"It's taste good!  I will buy again!","Thank you for your review and support."
"Very testy!","Thank you ????????????"
"The food was good. The only problem I had was the extremely smelly corianders that destroyed the good taste of my rice and chicken. Puking corianders. Foodpanda should allow buyers to add in remarks!","That???s an awesome feedback. I see if I can configure that in my menu! Thanks huh!"
"The food was good. The only problem I had was the extremely smelly corianders that destroyed the good taste of my rice and chicken. Puking corianders. Foodpanda should allow buyers to add in remarks!","That???s an awesome feedback. I see if I can configure that in my menu! Thanks huh!"
"purchased 2 salads, an egg and turkey.  while almost the same add on were chosen, one came signcantly with missing items and quantity.  Disappointed!","Dear Customer

Thank you for patronizing our Subway.

We apologize that the order wasn't prepared to your satisfaction. Please provide more clarification on what was missing in the order.

We hope to hear from you soon!

Cheers
Subway"
"Ordered and delivered 2 hours later so having the the membership is to tell you that your are the customer they want and so go fun off","Hi Customer,

Sorry for the delay. We only handle food prep, not deliveries. We've informed the platform partner. Please do reconsider the 1-star review; it's beyond our control.

Best regards,
Choo"
"Ordered and delivered 2 hours later so having the the membership is to tell you that your are the customer they want and so go fun off","Hi Customer,

Sorry for the delay. We only handle food prep, not deliveries. We've informed the platform partner. Please do reconsider the 1-star review; it's beyond our control.

Best regards,
Choo"
"did not receive the coke I ordered. Oyakodon was okay.","sorry about that ,if possible please do write a notes we will pay you back next order or you can call me and we will pay you back the coke "
"service is good. delivery is fast. tq all","A good service for someone as great as u.... its our pleasure yah ????????????????????????"
"as always taste good!
huge improvement of the packaging.
no more spill mess to clean up.","Thanks so much for your support. we are really glad you like our food. we will come up with new dishes soon =)"
"Best thosai ever tasted","Thank you for your positive review! ?????? We're committed to improving and providing you with the best. Please continue to support AL-YASIN. Your loyalty means everything to us."""
"ordered breast part for kids ended up with wings with bits and pieces of bones. poor service. 1 star.","Hi thank you for your feedback. You may want to leave a remark with breast meat in the order."
"the pork & chicken hotpot we ordered was delicious! ","Thank you for the support and we hope to serve you again soon!"
"Worst Japanese food ever. Food was cold. Mashed potatoes had no taste. The rice was hard. Will not purchase again. ","Dear Customer,

Thank you for this review and we view this seriously.

We are making changes to the food preparation base on the feedback.

We thank you for the business and and we apologise for the experience. Have a good week ahead.

Toriten Team"
"So so amazing! I should have ordered more! ","Thank you so much????????"
"Good food, great portion. ????????????????","????????????"
"A Few item not found in my mala hotpot , paid so much for nothing , disappointing ","Saw your review and really sorry about this unpleasant experience. We have taken very serious action to the stall to ensure such matter wouldn't happen again. Really so sorry about this. And thanks you for the support and hope to see your order again"
"Super slow!! More than an hour for the food to come.The del time kept changing. Didnt press doorbell when asked to. Asked for red chilli padi but never give!! ","Hi, from order accepted to order in delivery, took 15 min from our restaurant. The delivery journey took an hour is not the restaurant???s fault. "
"Loved the banana and melon drinks! Refreshing and delicious. Highly recommend trying them. ????","Thank you for your positive feedback! We're delighted to hear that you loved our banana and melon drinks. We appreciate your recommendation and hope you continue to enjoy our refreshing and delicious offerings. ????"
"Too sweet sugar level and taste horrible all dont order please. You will confirm regret immediately please close the shop thanks. Wanna to vomit after drink ","Thanks for the feedback. If you prefer a less sweet option, please indicate, we can accommodate your request. If you didn't enjoy your drink, please inform us for a full refund. We value your opinion but kindly request fair and constructive comments."
"Food is not bad but slightly dry. Good if we have option of additional sauce.","If you need more sauce. you can let me know???Thanks for your comment, hope to serve you  again.??????????"
"nice","Thank u dear Customer we hope to serve you better."
"hi . i really love ur food. but most of ur food are spicy and not suitable for my kids. is it possibble if u could indicate which food are spicy? reqst for no chilis but never follw customers request","Thank you for ordering with us, we might have overlooked your request, we will make sure to follow your request the next time u order with us
. We hope to serve u better

"
"Great ","Thank you! Hope to serve you again soon!"
"1st time ordered. Thanks to rider, Pizzas arrived and still warm & crispy. Pizza nice and flavourful too. Keep it up????????","Thank you for your kind comments. Hope to serve you again soon!"
"very filling burgers. better than fast food burgers","Thank you! Great you enjoy Rich Burger????"
"Love to order from here! One of the best","Thank you so much, Appreciate your kind words ????"
"Not the first time ordering. Cakes are awesome and beautiful! Friendly customer service!","Thank you so much, really appreciate your supportive feedback ????????????"
"Was given less fries than usual today ):","Hi There! So sorry about this, I know you're our regular. Will throw in a little something FOC for you on the next order. Thank you for the support <3"
"the food was really good. recommended! thank you LaPasta ?????? definitely will order again. ","Thank you soooo much! <3 Looking forward to cooking for you again soon! :))"
"I paid extra to have cheese added but it was missing-please refund me the amount ","Hi, we???re so sorry for the missing cheese. Please feel free to contact us at 97715808 via Whatsapp. We???ll process your refund!"
"cancelled my rice and expect me to accept just the meat when they can cancel the whole order, disgusting methods","Dear customer, we have clearly stated that our platter ???rice not included??? pls double check when placing order or double check whether it is our fault before posting a bad review"
"GOOD......","Thank you for rating us 5 stars. Come back again anytime soon!"
"the kway teow goreng abit tasteless and beef is dry.  ","We are sorry that we aren't able to meet your expectations this time and hope we can do better in the future."
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"I've been ordering the same thing for awhile. Standard seems to dropping. Sambal Beef fried rice is getting more and more salty and burned. This time, received wrong order. Spiraling downwards..","We are sorry you felt your recent experience with us was only 1-star worthy. We also would like to apologise that we may have overlooked on your order. We hope we can do better next time!"
"the food is okay but kindly next time ask the ridee to bring with care pls","Thank you for your feedback. We will notify Foodpanda to remind rider to be more careful"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
